G_Name,Year,Amount,
Kresge Foundation,2018,150000.00,
Kresge Foundation,2016,350000.00,
Kresge Foundation,2015,3500000.00,
Colombe Peace Foundation,2019,75000.00,
"Stewart R. Mott Foundation, Inc.",2018,10000.00,
Charles Stewart Mott Foundation,2017,40000.00,
Charles Stewart Mott Foundation,2015,300000.00,
The William and Flora Hewlett Foundation,2020,215000.00,
Arcus Foundation,2016,75000.00,
"The Morton K. and Jane Blaustein Foundation, Inc.",2019,80000.00,
"The Morton K. and Jane Blaustein Foundation, Inc.",2018,35000.00,
"Town Creek Foundation, Inc.",2017,10000.00,
The David and Lucile Packard Foundation,2019,750000.00,
The Heising-Simons Foundation,2018,700000.00,
"Combined Jewish Philanthropies of Greater Boston, Inc.",2018,650000.00,
Pisces Foundation,2018,500000.00,
The William and Flora Hewlett Foundation,2018,400000.00,
Energy Foundation China,2018,225000.00,
Energy Foundation China,2017,800000.00,
The David and Lucile Packard Foundation,2017,500000.00,
ClimateWorks Foundation,2017,100000.00,
ClimateWorks Foundation,2017,50000.00,
Pisces Foundation,2016,450000.00,
ClimateWorks Foundation,2016,140000.00,
ClimateWorks Foundation,2016,100000.00,
ClimateWorks Foundation,2016,100000.00,
ClimateWorks Foundation,2016,100000.00,
ClimateWorks Foundation,2016,100000.00,
The William and Flora Hewlett Foundation,2015,2500000.00,
The William and Flora Hewlett Foundation,2015,950000.00,
ClimateWorks Foundation,2015,625000.00,
ClimateWorks Foundation,2015,500000.00,
Bill & Melinda Gates Foundation,2019,500000.00,
Oak Foundation,2015,1500000.00,
Kresge Foundation,2018,350000.00,
Kresge Foundation,2017,700000.00,
Merck Family Fund,2020,35000.00,
Frank E. Payne and Seba B. Payne Foundation,2019,300000.00,
Merck Family Fund,2019,35000.00,
Frank E. Payne and Seba B. Payne Foundation,2018,600000.00,
Merck Family Fund,2018,30000.00,
Merck Family Fund,2017,35000.00,
Doris Duke Charitable Foundation,2016,1000000.00,
Charles Stewart Mott Foundation,2016,340000.00,
Merck Family Fund,2016,35000.00,
The William and Flora Hewlett Foundation,2020,500000.00,
Tides Foundation,2020,50000.00,
John D. and Catherine T. MacArthur Foundation,2019,500000.00,
The William and Flora Hewlett Foundation,2018,1000000.00,
"The Scherman Foundation, Inc.",2018,60000.00,
Caldera Foundation,2018,15000.00,
"Stewart R. Mott Foundation, Inc.",2018,10000.00,
The New York Community Trust,2018,5000.00,
Sea Change Foundation,2017,1900000.00,
Sea Change Foundation,2017,1900000.00,
Sea Change Foundation,2017,750000.00,
Sea Change Foundation,2017,750000.00,
The William and Flora Hewlett Foundation,2017,400000.00,
Sea Change Foundation,2016,1750000.00,
Sea Change Foundation,2016,1750000.00,
Sea Change Foundation,2016,1500000.00,
The William and Flora Hewlett Foundation,2016,600000.00,
"Rockefeller Brothers Fund, Inc.",2016,5500.00,
Sea Change Foundation,2015,1750000.00,
The William and Flora Hewlett Foundation,2015,501415.00,
Tides Foundation,2020,50000.00,
Green Tech Action Fund,2016,1327500.00,
"Heffner Rosenwald Howard Foundation, Inc.",2016,1000.00,
Tides Foundation,2015,25000.00,
"The Morton K. and Jane Blaustein Foundation, Inc.",2019,50000.00,
"Rockefeller Brothers Fund, Inc.",2018,75000.00,
"The Morton K. and Jane Blaustein Foundation, Inc.",2018,50000.00,
"Rockefeller Brothers Fund, Inc.",2017,75000.00,
"Rockefeller Brothers Fund, Inc.",2016,75000.00,
"Rockefeller Brothers Fund, Inc.",2015,75000.00,
Barnes Family Foundation,2016,20.00,
The Robert Wood Johnson Foundation,2018,400000.00,
John D. and Catherine T. MacArthur Foundation,2018,400000.00,
Linden Trust For Conservation,2018,50000.00,
Christopher Reynolds Foundation Inc,2018,50000.00,
The William and Flora Hewlett Foundation,2015,50000.00,
The David and Lucile Packard Foundation,2015,50000.00,
Merck Family Fund,2019,40000.00,
Merck Family Fund,2018,40000.00,
Merck Family Fund,2017,40000.00,
Merck Family Fund,2016,40000.00,
Paul M. Angell Family Foundation,2019,215000.00,
The Heising-Simons Foundation,2016,125000.00,
The Heising-Simons Foundation,2015,100000.00,
Paul M. Angell Family Foundation,2015,400000.00,
The William and Flora Hewlett Foundation,2019,400000.00,
The William and Flora Hewlett Foundation,2017,400000.00,
The David and Lucile Packard Foundation,2019,45000.00,
The Skoll Foundation,2018,250000.00,
"Stewart R. Mott Foundation, Inc.",2018,20000.00,
The George Gund Foundation,2019,72500.00,
The William and Flora Hewlett Foundation,2020,250000.00,
The Skoll Foundation,2017,2000000.00,
Mertz Gilmore Foundation,2017,50000.00,
Charles Stewart Mott Foundation,2016,100000.00,
The William and Flora Hewlett Foundation,2020,5650000.00,
The William and Flora Hewlett Foundation,2020,750000.00,
The David and Lucile Packard Foundation,2020,700000.00,
The William and Flora Hewlett Foundation,2020,500000.00,
Pisces Foundation,2020,350000.00,
The William and Flora Hewlett Foundation,2020,250000.00,
The William and Flora Hewlett Foundation,2020,250000.00,
Park Foundation,2020,75000.00,
The Heinz Endowments,2020,50000.00,
"Northlight Foundation, Inc.",2020,50000.00,
The William and Flora Hewlett Foundation,2019,5000000.00,
The William and Flora Hewlett Foundation,2019,3000000.00,
The William and Flora Hewlett Foundation,2019,2000000.00,
John D. and Catherine T. MacArthur Foundation,2019,1500000.00,
The William and Flora Hewlett Foundation,2019,1000000.00,
Gordon and Betty Moore Foundation,2019,959470.00,
The William and Flora Hewlett Foundation,2019,700000.00,
McKnight Foundation,2019,300000.00,
"Rockefeller Brothers Fund, Inc.",2019,265000.00,
The David and Lucile Packard Foundation,2019,250000.00,
Arcus Foundation,2019,200000.00,
"Northlight Foundation, Inc.",2019,50000.00,
The Skoll Foundation,2018,1500000.00,
The Heising-Simons Foundation,2018,885000.00,
The JPB Foundation,2018,750000.00,
Oak Foundation,2018,600000.00,
Kresge Foundation,2018,600000.00,
James and Rebecca Morgan Family Foundation,2018,530000.00,
The William and Flora Hewlett Foundation,2018,400000.00,
The Kendeda Fund,2018,300000.00,
The David and Lucile Packard Foundation,2018,250000.00,
The Nathan Cummings Foundation,2018,200000.00,
Arcus Foundation,2018,200000.00,
Foundation to Promote Open Society,2018,124995.00,
"The Scherman Foundation, Inc.",2018,50000.00,
Casey Family Programs,2018,50000.00,
"Enlyst Fund, Inc.",2018,10000.00,
Educational Foundation of America,2018,10000.00,
Ford Foundation,2017,2350000.00,
The William and Flora Hewlett Foundation,2017,1200000.00,
The William and Flora Hewlett Foundation,2017,1100000.00,
The William and Flora Hewlett Foundation,2017,1000000.00,
The JPB Foundation,2017,750000.00,
Oak Foundation,2017,550000.00,
The Kendeda Fund,2017,300000.00,
Open Society Institute,2017,249990.00,
V. Kann Rasmussen Foundation Inc.,2017,74600.00,
Casey Family Programs,2017,50000.00,
"The Scherman Foundation, Inc.",2017,50000.00,
"Rockefeller Brothers Fund, Inc.",2017,50000.00,
Educational Foundation of America,2017,10000.00,
"Enlyst Fund, Inc.",2017,10000.00,
Oak Foundation,2016,20000000.00,
John D. and Catherine T. MacArthur Foundation,2016,1250000.00,
The William and Flora Hewlett Foundation,2016,1000000.00,
The William and Flora Hewlett Foundation,2016,1000000.00,
The Skoll Foundation,2016,250000.00,
Arcus Foundation,2016,250000.00,
ClimateWorks Foundation,2016,250000.00,
The Robert Wood Johnson Foundation,2016,197429.00,
W.K. Kellogg Foundation,2016,170000.00,
"Compton Foundation, Inc.",2016,90000.00,
Wallace Global Fund II,2016,71000.00,
Wallace Global Fund II,2016,50000.00,
"Rockefeller Brothers Fund, Inc.",2016,50000.00,
Arkay Foundation,2016,45000.00,
"Rockefeller Brothers Fund, Inc.",2016,35000.00,
Environmental Defense Fund Incorporated,2016,28796.00,
"Hampshire Foundation, Inc.",2016,23000.00,
"Enlyst Fund, Inc.",2016,20000.00,
Educational Foundation of America,2016,10000.00,
Wallace Global Fund II,2016,10000.00,
Oak Foundation,2015,1600344.00,
The William and Flora Hewlett Foundation,2015,1000000.00,
The David and Lucile Packard Foundation,2015,250000.00,
Avatar Alliance Foundation,2015,250000.00,
The William and Flora Hewlett Foundation,2015,200000.00,
Skoll Global Threats Fund,2015,200000.00,
Wallace Global Fund II,2015,180000.00,
"Rockefeller Brothers Fund, Inc.",2015,50000.00,
"Rockefeller Brothers Fund, Inc.",2015,50000.00,
Marin Community Foundation,2020,70000.00,
Marin Community Foundation,2020,50000.00,
The William and Flora Hewlett Foundation,2020,300000.00,
"Rockefeller Brothers Fund, Inc.",2020,200000.00,
"Rockefeller Brothers Fund, Inc.",2020,200000.00,
The William and Flora Hewlett Foundation,2019,100000.00,
Merck Family Fund,2019,30000.00,
"Rockefeller Brothers Fund, Inc.",2018,200000.00,
Merck Family Fund,2018,30000.00,
The William and Flora Hewlett Foundation,2017,300000.00,
The William and Flora Hewlett Foundation,2017,250000.00,
The William and Flora Hewlett Foundation,2017,200000.00,
The William and Flora Hewlett Foundation,2016,400000.00,
Linden Trust For Conservation,2016,200000.00,
The William and Flora Hewlett Foundation,2016,200000.00,
"Rockefeller Brothers Fund, Inc.",2016,70000.00,
"Rockefeller Philanthropy Advisors, Inc.",2016,50000.00,
Clearpath Foundation Inc,2015,250000.00,
Linden Trust For Conservation,2015,50000.00,
Environmental Defense Fund Incorporated,2017,10000.00,
Environmental Defense Fund Incorporated,2017,10000.00,
The William and Flora Hewlett Foundation,2017,1250000.00,
The David and Lucile Packard Foundation,2020,600000.00,
Forrest C. & Frances H. Lattner Foundation,2019,100000.00,
Chapman Family Foundation,2018,200.00,
Oak Foundation,2017,800000.00,
Educational Foundation of America,2015,80000.00,
Educational Foundation of America,2015,160000.00,
The Greenberg Foundation,2018,2500.00,
Allstadt Hardin Foundation,2018,500.00,
The Karas Family Foundation,2018,250.00,
Allstadt Hardin Foundation,2018,250.00,
Allstadt Hardin Foundation,2018,35.00,
Allstadt Hardin Foundation,2018,35.00,
Allstadt Hardin Foundation,2018,35.00,
Allstadt Hardin Foundation,2018,35.00,
Allstadt Hardin Foundation,2018,35.00,
Allstadt Hardin Foundation,2018,35.00,
Allstadt Hardin Foundation,2018,35.00,
Allstadt Hardin Foundation,2018,35.00,
Allstadt Hardin Foundation,2018,35.00,
Allstadt Hardin Foundation,2018,35.00,
Allstadt Hardin Foundation,2018,35.00,
The William and Flora Hewlett Foundation,2015,3000000.00,
Oak Foundation,2018,1000000.00,
Wallace Global Fund II,2018,100000.00,
The William and Flora Hewlett Foundation,2018,50000.00,
The William and Flora Hewlett Foundation,2017,300000.00,
Charles Stewart Mott Foundation,2017,150000.00,
Charles Stewart Mott Foundation,2016,150000.00,
Wallace Global Fund II,2016,60000.00,
Wallace Global Fund II,2015,70000.00,
Unfi Foundation,2016,30000.00,
World Resources Institute,2019,14995.00,
"Stewart R. Mott Foundation, Inc.",2018,12000.00,
The William and Flora Hewlett Foundation,2020,1000000.00,
The David and Lucile Packard Foundation,2020,1000000.00,
McKnight Foundation,2020,500000.00,
The William and Flora Hewlett Foundation,2020,250000.00,
The William and Flora Hewlett Foundation,2020,250000.00,
Barr Foundation,2020,200000.00,
The William and Flora Hewlett Foundation,2020,200000.00,
McKnight Foundation,2020,100000.00,
The George Gund Foundation,2020,40000.00,
The William and Flora Hewlett Foundation,2019,1000000.00,
The David and Lucile Packard Foundation,2019,1000000.00,
The William and Flora Hewlett Foundation,2019,500000.00,
McKnight Foundation,2019,150000.00,
Barr Foundation,2019,25000.00,
The David and Lucile Packard Foundation,2018,1000000.00,
The William and Flora Hewlett Foundation,2018,1000000.00,
Barr Foundation,2018,850000.00,
Pisces Foundation,2018,325000.00,
The William and Flora Hewlett Foundation,2018,200000.00,
McKnight Foundation,2018,150000.00,
The David and Lucile Packard Foundation,2018,100000.00,
The Skoll Foundation,2017,3000000.00,
The William and Flora Hewlett Foundation,2017,1300000.00,
Sea Change Foundation,2017,1000000.00,
Sea Change Foundation,2017,1000000.00,
Sea Change Foundation,2017,1000000.00,
The David and Lucile Packard Foundation,2017,1000000.00,
The William and Flora Hewlett Foundation,2017,700000.00,
Barr Foundation,2017,550000.00,
ClimateWorks Foundation,2017,500000.00,
Kresge Foundation,2017,425000.00,
McKnight Foundation,2017,250000.00,
Environmental Defense Fund Incorporated,2017,145000.00,
Environmental Defense Fund Incorporated,2017,145000.00,
Sea Change Foundation,2016,3000000.00,
The William and Flora Hewlett Foundation,2016,1300000.00,
Barr Foundation,2016,550000.00,
Sea Change Foundation,2015,3000000.00,
The William and Flora Hewlett Foundation,2015,2500000.00,
Barr Foundation,2015,550000.00,
Environmental Defense Fund Incorporated,2015,445000.00,
Skoll Global Threats Fund,2015,238000.00,
ClimateWorks Foundation,2015,181500.00,
ClimateWorks Foundation,2015,50000.00,
Skoll Global Threats Fund,2015,48500.00,
Park Foundation,2018,25000.00,
Environmental Defense Fund Incorporated,2017,24538.00,
Environmental Defense Fund Incorporated,2017,24538.00,
State Engagement Fund,2018,171250.00,
Meyer Memorial Trust,2018,50000.00,
"Northlight Foundation, Inc.",2020,50000.00,
"Northlight Foundation, Inc.",2019,50000.00,
The William and Flora Hewlett Foundation,2018,200000.00,
Wallace Global Fund II,2018,60000.00,
The Common Sense Fund Inc.,2018,16000.00,
BridgeBuilders Foundation,2018,5000.00,
Wallace Global Fund II,2017,25000.00,
Environmental Defense Fund Incorporated,2017,172500.00,
Environmental Defense Fund Incorporated,2017,172500.00,
Mertz Gilmore Foundation,2016,35000.00,
Mertz Gilmore Foundation,2015,35000.00,
The Nathan Cummings Foundation,2018,100000.00,
The Rockefeller Foundation,2017,250000.00,
Linden Trust For Conservation,2018,50000.00,
Linden Trust For Conservation,2017,150000.00,
Linden Trust For Conservation,2016,200000.00,
Linden Trust For Conservation,2015,186350.00,
The George Gund Foundation,2019,300000.00,
NoVo Foundation,2018,225000.00,
Jonathan Logan Family Foundation,2018,100000.00,
Humanity United,2018,50000.00,
Dr. Scholl Foundation,2018,15000.00,
Dr. Scholl Foundation,2017,15000.00,
Dr. Scholl Foundation,2017,15000.00,
Dr. Scholl Foundation,2016,15000.00,
John D. and Catherine T. MacArthur Foundation,2015,50000.00,
"Ken Soubry Foundation, Inc.",2018,3500.00,
The William and Flora Hewlett Foundation,2016,200000.00,
The William and Flora Hewlett Foundation,2020,1000000.00,
Merck Family Fund,2020,33500.00,
Merck Family Fund,2020,30000.00,
The William and Flora Hewlett Foundation,2019,1000000.00,
Merck Family Fund,2019,40000.00,
The William and Flora Hewlett Foundation,2018,1000000.00,
The Heising-Simons Foundation,2018,250000.00,
Linden Trust For Conservation,2018,135000.00,
Linden Trust For Conservation,2018,100000.00,
The G. Unger Vetlesen Foundation,2018,50000.00,
Merck Family Fund,2018,40000.00,
Alfred P. Sloan Foundation,2017,1348653.00,
Alfred P. Sloan Foundation,2017,124708.00,
Energy Foundation China,2017,115000.00,
Merck Family Fund,2017,100000.00,
Linden Trust For Conservation,2017,85000.00,
Pisces Foundation,2017,75000.00,
Merck Family Fund,2017,50000.00,
The G. Unger Vetlesen Foundation,2017,50000.00,
Environmental Defense Fund Incorporated,2017,40000.00,
Environmental Defense Fund Incorporated,2017,40000.00,
Goldman Sachs Philanthropy Fund,2017,35000.00,
John D. and Catherine T. MacArthur Foundation,2016,500000.00,
Linden Trust For Conservation,2016,500000.00,
ClimateWorks Foundation,2016,150000.00,
The G. Unger Vetlesen Foundation,2016,50000.00,
The PG&E Corporation Foundation,2016,25000.00,
Linden Trust For Conservation,2015,485000.00,
The Heising-Simons Foundation,2015,250000.00,
Pisces Foundation,2015,140000.00,
ClimateWorks Foundation,2015,100000.00,
The G. Unger Vetlesen Foundation,2015,50000.00,
Capital for Good USA,2017,475000.00,
Ford Foundation,2020,1075000.00,
Ford Foundation,2019,125000.00,
Ford Foundation,2019,50000.00,
The William and Flora Hewlett Foundation,2019,400000.00,
The William and Flora Hewlett Foundation,2015,700000.00,
ClimateWorks Foundation,2015,650000.00,
Seidman Family Foundation,2018,2000.00,
"The David Rockefeller Fund, Inc.",2018,100000.00,
Burroughs Wellcome Fund,2015,40500.00,
Doris Duke Charitable Foundation,2015,50000.00,
"Rockefeller Brothers Fund, Inc.",2015,50000.00,
NoVo Foundation,2018,600000.00,
The William and Flora Hewlett Foundation,2015,200000.00,
The William and Flora Hewlett Foundation,2020,200000.00,
The George Gund Foundation,2020,100000.00,
"Town Creek Foundation, Inc.",2018,100000.00,
"Town Creek Foundation, Inc.",2017,125000.00,
Wallace Global Fund II,2015,25000.00,
The California Endowment,2015,349989.00,
"Town Creek Foundation, Inc.",2017,7600.00,
"Compton Foundation, Inc.",2016,20000.00,
Kresge Foundation,2015,400000.00,
The William and Flora Hewlett Foundation,2020,500000.00,
Ford Foundation,2020,250000.00,
Tides Foundation,2020,250000.00,
The William and Flora Hewlett Foundation,2020,71500.00,
"Jessie Smith Noyes Foundation, Inc.",2020,35000.00,
Marin Community Foundation,2020,25000.00,
Marin Community Foundation,2020,25000.00,
The Community Foundation of Western North Carolina,2020,1000.00,
The Community Foundation of Western North Carolina,2020,1000.00,
The Bullitt Foundation,2019,500000.00,
The William and Flora Hewlett Foundation,2019,500000.00,
Women Donors Network,2019,200000.00,
Flora Family Foundation,2019,100000.00,
Annenberg Foundation,2019,50000.00,
Oregon Community Foundation,2019,50000.00,
"Northlight Foundation, Inc.",2019,35000.00,
M. Jay Kramer Foundation,2019,3000.00,
BridgeBuilders Foundation,2019,3000.00,
Conrad N. Hilton Foundation,2019,1500.00,
Conrad N. Hilton Foundation,2019,1000.00,
New Hampshire Charitable Foundation,2019,1000.00,
Wallace Global Fund II,2018,150000.00,
Wallace Global Fund II,2018,100000.00,
The Overbrook Foundation,2018,30000.00,
The Winslow Foundation,2018,25000.00,
Mertz Gilmore Foundation,2018,20000.00,
The Common Sense Fund Inc.,2018,15000.00,
The Schooner Foundation,2018,10000.00,
BridgeBuilders Foundation,2018,4000.00,
The William J. and Dorothy K. O'Neill Foundation,2018,2000.00,
John Templeton Foundation,2017,140648.00,
"The New-Land Foundation, Inc.",2018,15000.00,
"The New-Land Foundation, Inc.",2017,15000.00,
"The New-Land Foundation, Inc.",2017,15000.00,
"The New-Land Foundation, Inc.",2016,15000.00,
The Heinz Endowments,2019,190000.00,
The Minneapolis Foundation,2019,5000.00,
World Resources Institute,2018,74045.00,
Ford Foundation,2020,50000.00,
McKnight Foundation,2020,50000.00,
The George Gund Foundation,2020,50000.00,
Bernard and Anne Spitzer Charitable Trust,2018,300000.00,
The George Gund Foundation,2018,150000.00,
The Henry M. Jackson Foundation,2016,25000.00,
Kresge Foundation,2017,49985.00,
Kresge Foundation,2016,30000.00,
Tides Foundation,2020,50000.00,
The Nathan Cummings Foundation,2015,150000.00,
The William and Flora Hewlett Foundation,2020,500000.00,
The William and Flora Hewlett Foundation,2020,500000.00,
The William and Flora Hewlett Foundation,2020,350000.00,
The Nathan Cummings Foundation,2016,100000.00,
"The David Rockefeller Fund, Inc.",2018,50000.00,
John D. and Catherine T. MacArthur Foundation,2017,1000000.00,
Unbound Philanthropy,2016,70000.00,
John D. and Catherine T. MacArthur Foundation,2015,500000.00,
Kresge Foundation,2018,300000.00,
Kresge Foundation,2017,600000.00,
The William and Flora Hewlett Foundation,2020,500000.00,
The William and Flora Hewlett Foundation,2020,200000.00,
McKnight Foundation,2020,200000.00,
"Rockefeller Brothers Fund, Inc.",2020,100000.00,
"Rockefeller Brothers Fund, Inc.",2020,100000.00,
Doris Duke Charitable Foundation,2019,2306500.00,
The William and Flora Hewlett Foundation,2019,1000000.00,
The William and Flora Hewlett Foundation,2019,750000.00,
Musk Foundation,2019,200000.00,
The Heising-Simons Foundation,2018,250000.00,
Pisces Foundation,2018,125000.00,
Doris Duke Charitable Foundation,2018,100000.00,
"The Keith Campbell Foundation for the Environment, Inc.",2018,99000.00,
Doris Duke Charitable Foundation,2018,42350.00,
The William and Flora Hewlett Foundation,2017,1500000.00,
"Rockefeller Brothers Fund, Inc.",2017,125000.00,
The Julia Burke Foundation,2017,2000.00,
"Bloomberg Philanthropies, Inc.",2016,250000.00,
United States Fund for UNICEF,2015,234303.00,
Unbound Philanthropy,2017,50000.00,
The New York Community Trust,2017,60000.00,
Kresge Foundation,2015,800000.00,
"Climate Leadership Council, Inc.",2018,50000.00,
The William and Flora Hewlett Foundation,2020,200000.00,
Tides Foundation,2020,100000.00,
Pisces Foundation,2020,10000.00,
The William and Flora Hewlett Foundation,2019,250000.00,
Silicon Valley Community Foundation,2019,1000.00,
The Kendeda Fund,2018,893650.00,
Kresge Foundation,2018,110000.00,
The Nathan Cummings Foundation,2018,100000.00,
Pisces Foundation,2018,70000.00,
Mertz Gilmore Foundation,2018,60000.00,
The Solutions Project,2018,25000.00,
Fidelity Investments Charitable Gift Fund,2018,10500.00,
The Elmo Foundation,2018,10000.00,
Wallace Global Fund II,2018,9000.00,
The Lassor and Fanny Agoos Charity Fund,2018,7000.00,
Stephen and Rosamund Forrest Family Foundation,2018,250.00,
John D. and Catherine T. MacArthur Foundation,2017,1000000.00,
Sea Change Foundation,2017,375000.00,
Pisces Foundation,2017,70000.00,
Mertz Gilmore Foundation,2017,60000.00,
Fidelity Investments Charitable Gift Fund,2017,25000.00,
The Elmo Foundation,2017,15000.00,
The Elmo Foundation,2017,15000.00,
V. Kann Rasmussen Foundation Inc.,2017,10000.00,
The Lassor and Fanny Agoos Charity Fund,2017,4000.00,
The Lassor and Fanny Agoos Charity Fund,2017,4000.00,
Mertz Gilmore Foundation,2017,1000.00,
The Solutions Project,2017,,
Sea Change Foundation,2016,400000.00,
Sea Change Foundation,2016,375000.00,
Sea Change Foundation,2016,350000.00,
Pisces Foundation,2016,120000.00,
V. Kann Rasmussen Foundation Inc.,2016,100000.00,
Fidelity Investments Charitable Gift Fund,2016,85000.00,
"Network for Good, Inc.",2016,77767.00,
Mertz Gilmore Foundation,2016,60000.00,
Fidelity Investments Charitable Gift Fund,2016,55000.00,
The Kendeda Fund,2016,47050.00,
"Compton Foundation, Inc.",2016,30000.00,
Craigslist Charitable Fund,2016,25000.00,
The Elmo Foundation,2016,10000.00,
The Solutions Project,2016,8000.00,
The Lassor and Fanny Agoos Charity Fund,2016,3000.00,
Peco Foundation,2016,2500.00,
Stephen and Rosamund Forrest Family Foundation,2016,500.00,
AmazonSmile Foundation,2016,37.00,
AmazonSmile Foundation,2016,37.00,
The Kendeda Fund,2015,500000.00,
Sea Change Foundation,2015,400000.00,
Sea Change Foundation,2015,350000.00,
ClimateWorks Foundation,2015,48000.00,
Fidelity Investments Charitable Gift Fund,2015,45000.00,
Barnes Family Foundation,2016,50.00,
Barnes Family Foundation,2016,50.00,
Sami and Annie Totah Family Foundation,2016,5000.00,
"Stewart R. Mott Foundation, Inc.",2018,25000.00,
"Enlyst Fund, Inc.",2018,10000.00,
Paul M. Angell Family Foundation,2020,75000.00,
The District of Columbia Bar Foundation,2019,55000.00,
Robertson Foundation,2018,750000.00,
Robertson Foundation,2017,2250000.00,
Energy Foundation China,2018,600000.00,
The William and Flora Hewlett Foundation,2020,500000.00,
The William and Flora Hewlett Foundation,2019,12050000.00,
The William and Flora Hewlett Foundation,2019,3000000.00,
The David and Lucile Packard Foundation,2019,1000000.00,
The Bullitt Foundation,2019,100000.00,
McKnight Foundation,2019,50000.00,
Doris Duke Charitable Foundation,2018,306250.00,
John D. and Catherine T. MacArthur Foundation,2016,2000000.00,
The William and Flora Hewlett Foundation,2016,300000.00,
Doris Duke Charitable Foundation,2016,100000.00,
John D. and Catherine T. MacArthur Foundation,2015,400000.00,
The William and Flora Hewlett Foundation,2020,500000.00,
Charles Stewart Mott Foundation,2020,300000.00,
Gordon and Betty Moore Foundation,2020,250000.00,
The Rockefeller Foundation,2020,250000.00,
Meyer Memorial Trust,2020,199000.00,
John D. and Catherine T. MacArthur Foundation,2019,1500000.00,
John D. and Catherine T. MacArthur Foundation,2019,600000.00,
The William and Flora Hewlett Foundation,2019,450000.00,
Charles Stewart Mott Foundation,2019,350000.00,
Oak Foundation,2019,350000.00,
The William and Flora Hewlett Foundation,2019,235000.00,
"The Prospect Hill Foundation, Inc.",2019,25000.00,
John D. and Catherine T. MacArthur Foundation,2018,3000000.00,
Oak Foundation,2018,2800661.00,
"Bloomberg Philanthropies, Inc.",2018,1510000.00,
"Bloomberg Philanthropies, Inc.",2018,1175000.00,
Doris Duke Charitable Foundation,2018,700000.00,
Ruth McCormick Tankersley Charitable Trust,2018,600000.00,
Linden Trust For Conservation,2018,405382.00,
The William and Flora Hewlett Foundation,2018,300000.00,
Doris Duke Charitable Foundation,2018,190000.00,
The Nathan Cummings Foundation,2018,150000.00,
Doris Duke Charitable Foundation,2018,100000.00,
Linden Trust For Conservation,2018,25000.00,
Hollomon-Price Foundation,2018,12250.00,
Sea Change Foundation,2017,375000.00,
Charles Stewart Mott Foundation,2017,350000.00,
The William and Flora Hewlett Foundation,2017,306000.00,
The Nathan Cummings Foundation,2017,150000.00,
Linden Trust For Conservation,2017,25000.00,
"The Prospect Hill Foundation, Inc.",2017,25000.00,
Bill & Melinda Gates Foundation,2016,2100000.00,
John D. and Catherine T. MacArthur Foundation,2016,1000000.00,
John D. and Catherine T. MacArthur Foundation,2016,975000.00,
John D. and Catherine T. MacArthur Foundation,2016,450000.00,
"Bloomberg Philanthropies, Inc.",2016,445000.00,
Ruth McCormick Tankersley Charitable Trust,2016,400000.00,
Sea Change Foundation,2016,375000.00,
Sea Change Foundation,2016,375000.00,
ClimateWorks Foundation,2016,150000.00,
ClimateWorks Foundation,2016,100000.00,
ClimateWorks Foundation,2016,98831.00,
Linden Trust For Conservation,2016,75000.00,
Legacy Alcoa Foundation,2016,50000.00,
"Bloomberg Philanthropies, Inc.",2015,2950000.00,
"Bloomberg Philanthropies, Inc.",2015,560000.00,
Sea Change Foundation,2015,450000.00,
Ruth McCormick Tankersley Charitable Trust,2015,400000.00,
"Bloomberg Philanthropies, Inc.",2015,400000.00,
Sea Change Foundation,2015,375000.00,
Charles Stewart Mott Foundation,2015,350000.00,
"Rockefeller Brothers Fund, Inc.",2015,200000.00,
The William and Flora Hewlett Foundation,2015,200000.00,
"Cassiopeia Foundation, Inc F/K/A Blue Moon Fund, Inc",2015,200000.00,
ClimateWorks Foundation,2015,100000.00,
ClimateWorks Foundation,2015,250000.00,
ClimateWorks Foundation,2015,180323.00,
ClimateWorks Foundation,2015,156000.00,
Fundación Gonzalo Río Arronte,2016,1717536.00,
Gordon and Betty Moore Foundation,2020,591470.00,
Gordon and Betty Moore Foundation,2019,1622000.00,
FOREST TRENDS,2019,36192.00,
The William and Flora Hewlett Foundation,2018,300000.00,
The David and Lucile Packard Foundation,2018,100000.00,
FOREST TRENDS,2018,17901.00,
Hollomon-Price Foundation,2018,12250.00,
Raymond Family Foundation,2018,2500.00,
"The Prentice Foundation, Inc.",2018,2500.00,
Alderson Family Foundation,2018,750.00,
Sea Change Foundation,2017,625000.00,
John D. and Catherine T. MacArthur Foundation,2017,425000.00,
Ahb Foundation,2017,17300.00,
Hollomon-Price Foundation,2017,15000.00,
Ahb Foundation,2017,17300.00,
Hollomon-Price Foundation,2017,15000.00,
J. A. Woollam Foundation,2017,3500.00,
Raymond Family Foundation,2017,2500.00,
The Wilson Sexton Foundation,2017,1000.00,
Sea Change Foundation,2016,750000.00,
Sea Change Foundation,2016,625000.00,
ClimateWorks Foundation,2016,377261.00,
"The Coca-Cola Foundation, Inc.",2016,350000.00,
ClimateWorks Foundation,2016,145000.00,
"Barbara A. Stiefel Foundation, Inc.",2016,10000.00,
"Patrick & Shirley Campbell Foundation, Inc.",2016,1000.00,
The Wilson Sexton Foundation,2016,500.00,
Alderson Family Foundation,2016,500.00,
Sea Change Foundation,2015,750000.00,
Tides Foundation,2020,75000.00,
Tides Foundation,2020,50000.00,
PATH Foundation,2016,100000.00,
