R_Name,Year,Amount,
Threshold Foundation,2017,18000.00,
Threshold Foundation,2017,6000.00,
Threshold Foundation,2017,5000.00,
Threshold Foundation,2017,1000.00,
Threshold Foundation,2017,1000.00,
Tides Advocacy,2020,1000000.00,
Tides Center,2020,35000.00,
Tides Center,2018,100000.00,
Tides Center,2015,660000.00,
Tides Foundation,2020,200000.00,
Tides Foundation,2020,200000.00,
Tides Foundation,2020,200000.00,
Tides Foundation,2020,120000.00,
Tides Foundation,2020,20000.00,
Tides Foundation,2019,150000.00,
Tides Foundation,2019,125000.00,
Tides Foundation,2019,120000.00,
Tides Foundation,2019,5500.00,
Tides Foundation,2018,100000.00,
Tides Foundation,2018,50000.00,
Tides Foundation,2017,300000.00,
Tides Foundation,2017,100000.00,
Tides Foundation,2017,10000.00,
Tides Foundation,2016,385960.00,
Tides Foundation,2016,250000.00,
Tides Foundation,2016,75000.00,
Tides Foundation,2015,250000.00,
Trust for Public Land,2019,75000.00,
Trust for Public Land,2018,575000.00,
Trust for Public Land,2018,240000.00,
Trust for Public Land,2018,75000.00,
Trust for Public Land,2017,240000.00,
Trust for Public Land,2017,50000.00,
Trust for Public Land,2016,1600000.00,
Trust for Public Land,2016,200000.00,
Trust for Public Land,2016,7000.00,
Vote Solar Initiative,2016,440000.00,
WestEd,2016,30000.00,
WildAid,2015,500000.00,
WildAid,2015,500000.00,
Robasciotti & Philipson,2020,500000.00,
Mujeres emprendedoras por la sustentabilidad econ√≥mica y defensa de bienes naturales,2019,4000.00,
Fibershed,2018,250000.00,
A Black Education Network (formerly-CA Alliance of African American Educators),2017,100000.00,
Californians for Justice Education Fund,2019,30000.00,
Californians for Justice Education Fund,2018,52800.00,
Californians for Justice Education Fund,2017,10000.00,
EARTH INSIGHT FOUNDATION INC,2017,13640.00,
EARTH INSIGHT FOUNDATION INC,2016,18109.00,
Tech Interactive,2018,10000.00,
San Lorenzo Unified School District,2018,20000.00,
Texas State University Development Foundation,2020,500000.00,
San Mateo County Health System,2019,14172.00,
Canal Alliance,2020,80000.00,
Marin Agricultural and Education Alliance,2020,139000.00,
Marin Agricultural and Education Alliance,2019,138626.00,
Asociacion Colectiva de Mujeres para el Desarrollo Local,2017,29778.00,
Asociacion Equipo Maiz,2017,40000.00,
Asociacion Equipo Maiz,2015,35700.00,
Fundacion Programa Salvadore√±o de Investigacion sobre Desarrollo y Medio Ambiente,2020,25000.00,
Mujeres Ambientalistas de El Salvador,2019,5000.00,
STUDIES AND ECONOMIC MEDIA (SEMC),2017,5000.00,
Anonymous Recipient,2019,53000.00,
Anonymous Recipient,2019,30000.00,
Anonymous Recipient,2017,150000.00,
Sanibel-Captiva Conservation Fdn,2020,25000.00,
Hope for Tanzania,2016,5000.00,
Asociacion de Mujeres Jumampi Lurata,2017,5000.00,
Gay and Lesbian Community Services Center of Orange County,2019,140000.00,
Gay and Lesbian Community Services Center of Orange County,2018,140000.00,
Gay and Lesbian Community Services Center of Orange County,2017,100000.00,
Gay and Lesbian Community Services Center of Orange County,2017,40000.00,
Gay and Lesbian Community Services Center of Orange County,2016,200000.00,
Santa Ana Unified School District,2018,25000.00,
Santa Ana Unified School District,2017,25000.00,
Childrens Museum of Santa Barbara,2018,15000.00,
"Community Environmental Council, Inc",2018,22500.00,
"Community Environmental Council, Inc",2018,1500.00,
"Community Environmental Council, Inc",2016,10000.00,
Direct Relief,2018,11640.00,
Direct Relief,2017,2400.00,
"Santa Barbara Botanic Garden, Inc.",2018,9300.00,
Santa Barbata Museum of Natural History,2016,5000.00,
"University of California, Santa Barbara",2020,33000.00,
"University of California, Santa Barbara",2019,161561.00,
"University of California, Santa Barbara",2018,370934.00,
"University of California, Santa Barbara",2017,262178.00,
"University of California, Santa Barbara",2016,412565.00,
"University of California, Santa Barbara",2016,230000.00,
Confederaci√≥n Nacional de Mujeres Ind√≠genas de Bolivia,2016,15000.00,
Fundacion Amigos de la Naturaleza,2015,275000.00,
Mujeres de la Asamblea del Pueblo Guaran√≠-Santa Cruz,2018,2875.00,
Santa Cruz Hub for Sustainable Transportation,2016,14000.00,
University of California at Santa Cruz Library,2016,455552.00,
"University of California, Santa Cruz",2019,300000.00,
"University of California, Santa Cruz",2019,265000.00,
"University of California, Santa Cruz",2018,733431.00,
"University of California, Santa Cruz",2017,740998.00,
"University of California, Santa Cruz",2015,151500.00,
Tewa Women United,2020,25000.00,
Casa de la mujer,2016,993.00,
Center for Justice Studies and Social Research,2020,210000.00,
Forest Stewards Guild,2019,10000.00,
New Energy Economy,2020,50000.00,
New Energy Economy,2018,20000.00,
New Energy Economy,2017,250000.00,
New Energy Economy,2017,250000.00,
New Energy Economy,2016,50000.00,
New Energy Economy,2016,20000.00,
New Energy Economy,2016,20000.00,
New Energy Economy,2016,2500.00,
New Mexico Community Foundation,2018,1000.00,
New Mexico Environmental Law Center,2020,50000.00,
Quivira Coalition Inc,2015,25000.00,
Somos Un Pueblo Unido,2019,35000.00,
Asociaci√≥n de Mujeres Artesanas Tejedoras de Medio Mundo,2019,5000.00,
"Fundaci√≥n Red Colombiana para la Defensa de los Derechos Humanos, el Medio Ambiente y la Paz",2018,3500.00,
"Fundaci√≥n Red Colombiana para la Defensa de los Derechos Humanos, el Medio Ambiente y la Paz",2017,5000.00,
"Fundaci√≥n Red Colombiana para la Defensa de los Derechos Humanos, el Medio Ambiente y la Paz",2017,2500.00,
Consumer Watchdog,2017,100000.00,
Energy Independence Now,2018,15000.00,
Energy Independence Now,2017,20000.00,
Energy Independence Now,2015,40000.00,
Global Green USA,2017,5000.00,
If Not Us Then Who,2018,425000.00,
If Not Us Then Who,2018,300000.00,
If Not Us Then Who,2017,300000.00,
Pinyon Foundation,2019,100000.00,
R20-USA,2017,50000.00,
R20-USA,2016,650000.00,
Wilshire-Montana Neighborhood Coalition,2020,1000000.00,
CENTER FOR CLIMATE PROTECTION,2019,50000.00,
CENTER FOR CLIMATE PROTECTION,2019,50000.00,
CENTER FOR CLIMATE PROTECTION,2019,2500.00,
CENTER FOR CLIMATE PROTECTION,2019,1000.00,
CENTER FOR CLIMATE PROTECTION,2018,45000.00,
CENTER FOR CLIMATE PROTECTION,2018,35000.00,
CENTER FOR CLIMATE PROTECTION,2018,20000.00,
CENTER FOR CLIMATE PROTECTION,2018,15000.00,
CENTER FOR CLIMATE PROTECTION,2018,14750.00,
CENTER FOR CLIMATE PROTECTION,2018,10000.00,
CENTER FOR CLIMATE PROTECTION,2018,10000.00,
CENTER FOR CLIMATE PROTECTION,2018,10000.00,
CENTER FOR CLIMATE PROTECTION,2018,5500.00,
CENTER FOR CLIMATE PROTECTION,2018,1500.00,
CENTER FOR CLIMATE PROTECTION,2017,30000.00,
CENTER FOR CLIMATE PROTECTION,2017,25000.00,
CENTER FOR CLIMATE PROTECTION,2017,25000.00,
CENTER FOR CLIMATE PROTECTION,2017,20000.00,
CENTER FOR CLIMATE PROTECTION,2017,20000.00,
CENTER FOR CLIMATE PROTECTION,2017,10760.00,
CENTER FOR CLIMATE PROTECTION,2017,10000.00,
CENTER FOR CLIMATE PROTECTION,2017,7450.00,
CENTER FOR CLIMATE PROTECTION,2017,2500.00,
CENTER FOR CLIMATE PROTECTION,2017,800.00,
CENTER FOR CLIMATE PROTECTION,2016,33000.00,
CENTER FOR CLIMATE PROTECTION,2016,30000.00,
CENTER FOR CLIMATE PROTECTION,2016,15000.00,
CENTER FOR CLIMATE PROTECTION,2016,5000.00,
CENTER FOR CLIMATE PROTECTION,2016,2500.00,
CENTER FOR CLIMATE PROTECTION,2016,2000.00,
CENTER FOR CLIMATE PROTECTION,2016,1000.00,
CENTER FOR CLIMATE PROTECTION,2016,850.00,
CENTER FOR CLIMATE PROTECTION,2016,250.00,
CENTER FOR CLIMATE PROTECTION,2016,200.00,
CENTER FOR CLIMATE PROTECTION,2016,200.00,
CENTER FOR CLIMATE PROTECTION,2015,25000.00,
North Coast Rcd Council,2017,2000.00,
Sonoma County Transportation Authority,2018,1000000.00,
Centro de Conservacion Cetacea,2019,25000.00,
Costa Humboldt,2019,10000.00,
Observatorio Latinoamericano de Conflictos Ambientales,2018,20000.00,
Centro de Desarrollo Comunal de Comunidades Unidas de Santiago Texacuangos,2019,4661.00,
Movimiento de Mujeres Dominico Haitiana,2017,25000.00,
Cl√≠max Brasil e Projeto Juventude e Territ√≥rio,2017,6100.00,
Mote Marine Laboratory,2019,150000.00,
Mote Marine Laboratory,2018,66980.00,
Mote Marine Laboratory,2017,66980.00,
Mote Marine Laboratory,2015,100000.00,
Gerakan cinta Desa,2016,3000.00,
National Farmers Union,2019,75000.00,
Urgewald,2020,200000.00,
Urgewald,2019,750245.00,
Carpe Diem West,2020,40000.00,
Carpe Diem West,2018,75000.00,
Carpe Diem West,2017,150000.00,
Carpe Diem West,2015,40000.00,
Project Drawdown,2019,200000.00,
Project Drawdown,2018,100000.00,
Project Drawdown,2018,100000.00,
Project Drawdown,2018,5000.00,
Project Drawdown,2018,1000.00,
Project Drawdown,2017,100000.00,
Project Drawdown,2017,50000.00,
Project Drawdown,2017,5000.00,
Project Drawdown,2017,5000.00,
Project Drawdown,2016,300000.00,
Project Drawdown,2016,50000.00,
Project Drawdown,2016,50000.00,
Project Drawdown,2016,50000.00,
Project Drawdown,2015,75000.00,
Project Drawdown,2015,50000.00,
Sausalito Marin City,2020,130000.00,
Sausalito Marin City,2019,130000.00,
Falelima Village Development,2016,5000.00,
Lehigh Carbon Community College,2018,3000.00,
Lehigh Carbon Community College,2018,1000.00,
Lehigh Carbon Community College,2017,3260.00,
Lehigh Carbon Community College,2017,1500.00,
Lehigh Carbon Community College,2017,1000.00,
Lehigh Carbon Community College,2016,100000.00,
Lehigh Carbon Community College,2016,2250.00,
Lehigh Carbon Community College,2016,1500.00,
Lehigh Carbon Community College,2016,1000.00,
"Climate Access, Inc.",2017,150000.00,
"Climate Access, Inc.",2016,150000.00,
Oregon Shores Conservation Coalition,2016,7500.00,
350 Seattle,2020,75000.00,
350 Seattle,2020,2000.00,
350 Seattle,2019,8647.00,
350 Seattle,2019,3000.00,
350 Seattle,2019,1000.00,
350 Seattle,2019,1000.00,
350 Seattle,2018,20000.00,
350 Seattle,2018,1700.00,
350 Seattle,2017,30000.00,
350 Seattle,2017,15000.00,
350 Seattle,2017,15000.00,
350 Seattle,2017,7500.00,
Amplifier,2017,7500.00,
Asian Counseling and Referral Service,2016,50000.00,
"Bastoni Consulting Group, Llc",2017,750.00,
"Bastoni Consulting Group, Llc",2016,750.00,
"Bastoni Consulting Group, Llc",2016,750.00,
Blue Earth Alliance,2015,30000.00,
Bullitt Foundation,2017,370000.00,
Bullitt Foundation,2016,350000.00,
Center for Environmental Law & Policy,2016,12000.00,
City Forest Credits,2019,150000.00,
Climate Solutions,2020,200000.00,
Climate Solutions,2020,75000.00,
Climate Solutions,2020,40000.00,
Climate Solutions,2020,40000.00,
Climate Solutions,2020,35000.00,
Climate Solutions,2020,25000.00,
Climate Solutions,2020,20000.00,
Climate Solutions,2020,10000.00,
Climate Solutions,2020,10000.00,
Climate Solutions,2020,10000.00,
Climate Solutions,2020,10000.00,
Climate Solutions,2020,8000.00,
Climate Solutions,2020,5000.00,
Climate Solutions,2020,5000.00,
Climate Solutions,2020,3500.00,
Climate Solutions,2020,3000.00,
Climate Solutions,2020,2000.00,
Climate Solutions,2020,2000.00,
Climate Solutions,2020,1000.00,
Climate Solutions,2020,1000.00,
Climate Solutions,2020,1000.00,
Climate Solutions,2020,250.00,
Climate Solutions,2019,100000.00,
Climate Solutions,2019,100000.00,
Climate Solutions,2019,50000.00,
Climate Solutions,2019,40000.00,
Climate Solutions,2019,25000.00,
Climate Solutions,2019,15000.00,
Climate Solutions,2019,15000.00,
Climate Solutions,2019,10000.00,
Climate Solutions,2019,10000.00,
Climate Solutions,2019,10000.00,
Climate Solutions,2019,10000.00,
Climate Solutions,2019,8000.00,
Climate Solutions,2019,5000.00,
Climate Solutions,2019,5000.00,
Climate Solutions,2019,3500.00,
Climate Solutions,2019,3000.00,
Climate Solutions,2019,2500.00,
Climate Solutions,2019,2000.00,
Climate Solutions,2019,2000.00,
Climate Solutions,2019,1000.00,
Climate Solutions,2019,250.00,
Climate Solutions,2019,25.00,
Climate Solutions,2018,200000.00,
Climate Solutions,2018,100000.00,
Climate Solutions,2018,98271.00,
Climate Solutions,2018,50000.00,
Climate Solutions,2018,50000.00,
Climate Solutions,2018,50000.00,
Climate Solutions,2018,40000.00,
Climate Solutions,2018,40000.00,
Climate Solutions,2018,29736.00,
Climate Solutions,2018,25000.00,
Climate Solutions,2018,25000.00,
Climate Solutions,2018,25000.00,
Climate Solutions,2018,22500.00,
Climate Solutions,2018,20000.00,
Climate Solutions,2018,10000.00,
Climate Solutions,2018,10000.00,
Climate Solutions,2018,10000.00,
Climate Solutions,2018,10000.00,
Climate Solutions,2018,8000.00,
Climate Solutions,2018,6000.00,
Climate Solutions,2018,6000.00,
Climate Solutions,2018,5000.00,
Climate Solutions,2018,5000.00,
Climate Solutions,2018,4500.00,
Climate Solutions,2018,4000.00,
Climate Solutions,2018,2500.00,
Climate Solutions,2018,2000.00,
Climate Solutions,2018,2000.00,
Climate Solutions,2018,2000.00,
Climate Solutions,2018,1500.00,
Climate Solutions,2018,1500.00,
Climate Solutions,2018,1500.00,
Climate Solutions,2018,1207.00,
Climate Solutions,2018,1000.00,
Climate Solutions,2018,1000.00,
Climate Solutions,2018,1000.00,
Climate Solutions,2018,1000.00,
Climate Solutions,2018,1000.00,
Climate Solutions,2018,1000.00,
Climate Solutions,2018,625.00,
Climate Solutions,2018,600.00,
Climate Solutions,2018,500.00,
Climate Solutions,2018,500.00,
Climate Solutions,2018,500.00,
Climate Solutions,2018,500.00,
Climate Solutions,2018,300.00,
Climate Solutions,2018,100.00,
Climate Solutions,2017,450000.00,
Climate Solutions,2017,380000.00,
Climate Solutions,2017,175000.00,
Climate Solutions,2017,150000.00,
Climate Solutions,2017,120000.00,
Climate Solutions,2017,103734.00,
Climate Solutions,2017,100000.00,
Climate Solutions,2017,80000.00,
Climate Solutions,2017,52400.00,
Climate Solutions,2017,50000.00,
Climate Solutions,2017,40000.00,
Climate Solutions,2017,35000.00,
Climate Solutions,2017,30000.00,
Climate Solutions,2017,25000.00,
Climate Solutions,2017,25000.00,
Climate Solutions,2017,25000.00,
Climate Solutions,2017,20000.00,
Climate Solutions,2017,15000.00,
Climate Solutions,2017,20000.00,
Climate Solutions,2017,15000.00,
Climate Solutions,2017,15000.00,
Climate Solutions,2017,12500.00,
Climate Solutions,2017,10000.00,
Climate Solutions,2017,10000.00,
Climate Solutions,2017,10000.00,
Climate Solutions,2017,10000.00,
Climate Solutions,2017,10000.00,
Climate Solutions,2017,10000.00,
Climate Solutions,2017,8000.00,
Climate Solutions,2017,5000.00,
Climate Solutions,2017,5000.00,
Climate Solutions,2017,5000.00,
Climate Solutions,2017,3400.00,
Climate Solutions,2017,3334.00,
Climate Solutions,2017,2500.00,
Climate Solutions,2017,2500.00,
Climate Solutions,2017,2500.00,
Climate Solutions,2017,2500.00,
Climate Solutions,2017,2000.00,
Climate Solutions,2017,2000.00,
Climate Solutions,2017,1500.00,
Climate Solutions,2017,1500.00,
Climate Solutions,2017,1500.00,
Climate Solutions,2017,1000.00,
Climate Solutions,2017,1000.00,
Climate Solutions,2017,1000.00,
Climate Solutions,2017,1000.00,
Climate Solutions,2017,500.00,
Climate Solutions,2017,450.00,
Climate Solutions,2017,200.00,
Climate Solutions,2017,200.00,
Climate Solutions,2017,100.00,
Climate Solutions,2016,430000.00,
Climate Solutions,2016,300000.00,
Climate Solutions,2016,300000.00,
Climate Solutions,2016,100000.00,
Climate Solutions,2016,80000.00,
Climate Solutions,2016,80000.00,
Climate Solutions,2016,80000.00,
Climate Solutions,2016,58350.00,
Climate Solutions,2016,50000.00,
Climate Solutions,2016,40000.00,
Climate Solutions,2016,30000.00,
Climate Solutions,2016,30000.00,
Climate Solutions,2016,25000.00,
Climate Solutions,2016,25000.00,
Climate Solutions,2016,20000.00,
Climate Solutions,2016,20000.00,
Climate Solutions,2016,11000.00,
Climate Solutions,2016,10065.00,
Climate Solutions,2016,10000.00,
Climate Solutions,2016,10000.00,
Climate Solutions,2016,10000.00,
Climate Solutions,2016,10000.00,
Climate Solutions,2016,10000.00,
Climate Solutions,2016,10000.00,
Climate Solutions,2016,7750.00,
Climate Solutions,2016,5000.00,
Climate Solutions,2016,5000.00,
Climate Solutions,2016,5000.00,
Climate Solutions,2016,5000.00,
Climate Solutions,2016,5000.00,
Climate Solutions,2016,5000.00,
Climate Solutions,2016,3300.00,
Climate Solutions,2016,3000.00,
Climate Solutions,2016,2500.00,
Climate Solutions,2016,2500.00,
Climate Solutions,2016,2500.00,
Climate Solutions,2016,2000.00,
Climate Solutions,2016,1000.00,
Climate Solutions,2016,1000.00,
Climate Solutions,2016,1000.00,
Climate Solutions,2016,1000.00,
Climate Solutions,2016,1000.00,
Climate Solutions,2016,1000.00,
Climate Solutions,2016,500.00,
Climate Solutions,2016,350.00,
Climate Solutions,2016,250.00,
Climate Solutions,2016,100.00,
Climate Solutions,2016,100.00,
Climate Solutions,2016,100.00,
Climate Solutions,2016,100.00,
Climate Solutions,2015,350000.00,
Climate Solutions,2015,300000.00,
Climate Solutions,2015,200000.00,
Climate Solutions,2015,150000.00,
Climate Solutions,2015,100000.00,
Climate Solutions,2015,100000.00,
Climate Solutions,2015,100000.00,
Climate Solutions,2015,100000.00,
Climate Solutions,2015,50000.00,
Climate Solutions,2015,50000.00,
Climate Solutions,2015,50000.00,
Climate Solutions,2015,50000.00,
Climate Solutions,2015,40000.00,
Climate Solutions,2015,40000.00,
Climate Solutions,2015,38000.00,
Climate Solutions,2015,30000.00,
Climate Solutions,2015,27500.00,
CoolMom DBA Washington Women for Climate Action Now,2018,20000.00,
Department of Natural Resources and Parks,2017,25000.00,
Duwamish River Cleanup Coalition-Technical Advisory Group,2020,100000.00,
Earth Ministry,2017,30000.00,
Food Empowerment Education and Sustainability Team,2020,20000.00,
Front and Centered,2020,150000.00,
Front and Centered,2018,20000.00,
Front and Centered,2017,20000.00,
Front and Centered,2017,20000.00,
Front and Centered,2016,15000.00,
Fuse Innovation Fund,2017,40000.00,
Fuse Innovation Fund,2015,35000.00,
Futurewise,2019,78000.00,
Futurewise,2015,150000.00,
Futurewise,2015,125000.00,
Got Green,2020,75000.00,
Got Green,2017,50000.00,
Got Green,2016,27500.00,
Got Green,2016,12900.00,
Got Green,2016,7500.00,
Grist Magazine,2020,100000.00,
Grist Magazine,2015,458000.00,
Grist Magazine,2015,200000.00,
Grist Magazine,2015,150000.00,
Grist Magazine,2015,75000.00,
Grist Magazine,2015,50000.00,
Hanfopd Challenge,2016,50000.00,
iLeap,2020,5000.00,
iLeap,2019,5000.00,
iLeap,2018,5000.00,
International Living Future Institute,2019,50000.00,
InvestigateWest,2018,40000.00,
InvestigateWest,2017,40000.00,
Latino Community Fund of Washington State,2018,100000.00,
Latino Community Fund of Washington State,2018,30000.00,
Latino Community Fund of Washington State,2017,80000.00,
Latino Community Fund of Washington State,2017,65000.00,
Latino Community Fund of Washington State,2016,125000.00,
Latino Community Fund of Washington State,2016,50000.00,
Latino Community Fund of Washington State,2015,50000.00,
Mercer,2019,120000.00,
Na'ah Illahee Fund,2020,100000.00,
Na'ah Illahee Fund,2018,30000.00,
Na'ah Illahee Fund,2018,2500.00,
Nature Conservancy - Washington Field Office,2018,334000.00,
NORTHWEST SEED,2016,40000.00,
NW Energy Coalition,2016,350000.00,
NW Energy Coalition,2015,375000.00,
NW Energy Coalition,2015,95000.00,
OneAmerica,2017,60000.00,
OneAmerica,2017,57000.00,
OneAmerica,2016,75000.00,
Panama Folklore,2020,6000.00,
Pangea: Giving for Global Change,2019,60000.00,
Pangea: Giving for Global Change,2019,10000.00,
Pangea: Giving for Global Change,2017,885.00,
Philanthropy Northwest,2017,1500.00,
Philanthropy Northwest,2016,1500.00,
Psr Washington,2017,30000.00,
Psr Washington,2016,24000.00,
Puget Sound SAGE,2020,75000.00,
Puget Sound SAGE,2017,60000.00,
Puget Sound SAGE,2016,660000.00,
Puget Sound SAGE,2016,100000.00,
Puget Sound SAGE,2016,55000.00,
Puget Sound SAGE,2016,2000.00,
Puget Sound SAGE,2015,35000.00,
Resource Equity,2020,7200.00,
Seattle Academy of Arts and Sciences,2019,3000.00,
Seattle Art Museum,2015,7500000.00,
Seattle Audubon Society,2015,30000.00,
Seattle University,2016,59991.00,
"Seattle, City Of",2020,600000.00,
Sightline Institute,2019,100000.00,
Sightline Institute,2019,95000.00,
Sightline Institute,2018,100000.00,
Sightline Institute,2018,50000.00,
Sightline Institute,2018,45000.00,
Sightline Institute,2018,30000.00,
Sightline Institute,2017,100000.00,
Sightline Institute,2016,40000.00,
Sightline Institute,2016,16500.00,
Sightline Institute,2015,45000.00,
Somali Health Board,2017,10000.00,
Sustainable Seattle for Alleycat Acres,2017,200000.00,
The Nature Conservancy in Washington,2019,334000.00,
The Nature Conservancy in Washington,2017,334000.00,
The Pike Place Market Foundation,2018,5000.00,
The Pike Place Market Foundation,2016,5000.00,
The Pike Place Market Foundation,2016,5000.00,
Transportation Choices Coalition,2020,100000.00,
Transportation Choices Coalition,2019,80000.00,
University of Washington,2018,51174.00,
University of Washington,2018,45000.00,
University of Washington,2017,114455.00,
University of Washington,2017,45000.00,
University of Washington,2016,327668.00,
University of Washington,2016,46046.00,
University of Washington,2016,5000.00,
University of Washington,2015,1991000.00,
University of Washington Foundation,2020,150000.00,
University of Washington Foundation,2019,20000.00,
University of Washington Foundation,2018,500000.00,
University of Washington Foundation,2018,150000.00,
University of Washington Foundation,2017,150000.00,
University of Washington Foundation,2017,19700.00,
University of Washington Foundation,2017,19700.00,
University of Washington Foundation,2016,150000.00,
Washington Community Action Network Education and Research Fund,2018,50000.00,
Washington Community Action Network Education and Research Fund,2017,39500.00,
Washington Community Action Network Education and Research Fund,2016,50000.00,
Washington Environmental Council,2020,50000.00,
Washington Environmental Council,2019,75000.00,
Washington Environmental Council,2019,50000.00,
Washington Environmental Council,2018,150000.00,
Washington Environmental Council,2018,115000.00,
Washington Environmental Council,2018,40000.00,
Washington Environmental Council,2017,2500.00,
Washington Environmental Council,2016,115000.00,
Washington Environmental Council,2016,35000.00,
Washington Environmental Council,2015,200000.00,
Washington Environmental Council,2015,135000.00,
Washington Environmental Council,2015,40000.00,
World Affairs Council,2017,2000.00,
"Grist Magazine, Inc.",2020,15000.00,
Puget Sound Sage,2018,220000.00,
California Climate and Agriculture Network,2020,25000.00,
California Climate and Agriculture Network,2018,22500.00,
California Climate and Agriculture Network,2017,15000.00,
California Climate and Agriculture Network,2017,10000.00,
California Climate and Agriculture Network,2016,10000.00,
Transition US,2019,5722.00,
Yakshi -- Resource and Creativity Centre for Rural Children and Youth,2018,15000.00,
Yakshi -- Resource and Creativity Centre for Rural Children and Youth,2017,15000.00,
Yakshi -- Resource and Creativity Centre for Rural Children and Youth,2017,15000.00,
Green Environment Youth Korea,2018,16000.00,
Green Environment Youth Korea,2018,13000.00,
Bay Journal / Chesapeake Media Service,2017,25000.00,
Bay Journal / Chesapeake Media Service,2017,25000.00,
March On Maryland,2020,125000.00,
March On Maryland,2020,50000.00,
March On Maryland,2019,25000.00,
University of the South,2018,75000.00,
Weaving Bonds Across Borders,2019,6030.00,
Vermont Healthy Soils Coalition,2019,750.00,
Southern Berkshire Regional School District,2019,4000.00,
Southern Berkshire Regional School District,2018,3000.00,
Shelburne Farms,2018,85000.00,
Shelburne Farms,2017,75000.00,
Shelburne Farms,2016,75000.00,
Shelburne Farms,2015,45000.00,
Pivot Point A Nonprofit Corporation,2019,350000.00,
Pivot Point A Nonprofit Corporation,2018,175000.00,
Pivot Point A Nonprofit Corporation,2016,250000.00,
Powder River Basin Resource Council,2018,20000.00,
Powder River Basin Resource Council,2017,20000.00,
Powder River Basin Resource Council,2016,20000.00,
Music for Relief,2016,7906.00,
Trusteeship Institute,2017,500.00,
Trusteeship Institute,2016,1000.00,
Snow Pond Community Arts,2017,10000.00,
50/50 Climate Project,2018,262500.00,
Children's Action Alliance Inc,2019,7000.00,
Health and Environmental Funders Network,2018,10000.00,
Health and Environmental Funders Network,2015,180000.00,
Majority Action,2020,150000.00,
Majority Action,2020,80000.00,
Majority Action,2020,35000.00,
Majority Action,2019,75000.00,
Majority Action,2019,75000.00,
Majority Action,2019,50000.00,
National Marine Sanctuary Foundation,2019,275945.00,
Public Employees for Environmental Responsibility,2018,15000.00,
Racial Justice NOW!,2017,40000.00,
Impact Investment Shujog Limited,2017,250000.00,
Federation of DPO's Sitakund,2017,30000.00,
Federation of DPO's Sitakund,2016,30000.00,
Federation of DPO's Sitakund,2015,40000.00,
Sitka Conservation Society,2016,10000.00,
Young Voices on Climate Change,2017,40100.00,
Young Voices on Climate Change,2016,25000.00,
Young Voices on Climate Change,2015,35000.00,
Climate Accountability Institute,2018,50000.00,
Climate Accountability Institute,2017,60000.00,
Climate Accountability Institute,2016,40000.00,
Climate Accountability Institute,2016,30000.00,
Climate Accountability Institute,2015,40000.00,
Climate Accountability Institute,2015,37000.00,
New Mexico Tech,2018,10000.00,
Bulgarian Environmental Partnership Foundation,2015,46563.00,
Sisu Institute Society,2016,20000.00,
Youth Build,2020,450000.00,
Youthbuild USA,2018,52800.00,
Youthbuild USA,2018,40000.00,
Stockholm Envirmt Inst Us Inc,2018,76000.00,
"Centro Promotor de Tecnolog√≠as Alternativas Bibaani, A.C.",2018,2778.00,
"Colectivo de J√≥venes ""T‚'zunubal""",2016,1500.00,
Colectivo Girasol,2016,2500.00,
Asociaci√≥n de Profesionales para el Desarrollo Integral de Nicaragua,2016,6000.00,
Hesawa Foundation (HEFO),2019,18000.00,
St. Margaret's House,2020,5000.00,
Australian Marine Conservation Society,2018,44033.00,
Australian Marine Conservation Society,2018,14678.00,
Australian Marine Conservation Society,2018,3669.00,
Australian Marine Conservation Society,2017,46444.00,
Lloyd Center for the Environment,2018,10000.00,
Lloyd Center for the Environment,2017,3000.00,
Lloyd Center for the Environment,2016,10000.00,
Keep Tahoe Blue,2020,18000.00,
Keep Tahoe Blue,2019,12000.00,
Friends of Casco Bay,2019,33333.00,
Vermont Law School,2018,80000.00,
Vermont Law School,2017,70000.00,
Vermont Law School,2016,70000.00,
"Climate Justice Programme, Inc.",2018,40000.00,
Calmer Choice,2018,10000.00,
Calmer Choice,2017,10000.00,
Training for Work in Communities (TWICS),2017,12779.00,
Malthouse Theatre,2017,4644.00,
Prairie Woods Environmental Learning Center,2016,120000.00,
Prairie Woods Environmental Learning Center,2015,50000.00,
New Stories,2020,35000.00,
The Corporation of Gonzaga University,2017,55995.00,
The Corporation of Gonzaga University,2017,15000.00,
The Corporation of Gonzaga University,2017,15000.00,
Illinois Environmental Council,2018,55000.00,
Illinois Environmental Council,2018,15000.00,
Illinois Environmental Council,2017,60000.00,
Illinois Environmental Council Education Fund,2019,55000.00,
Illinois Environmental Council Education Fund,2017,100000.00,
Illinois Environmental Council Education Fund,2016,200000.00,
Illinois State Conference of the NAACP,2018,9200.00,
"Arise, Inc.",2017,200.00,
Transition St Albans,2017,13107.00,
Transition St Albans,2016,15241.00,
University of Washington,2018,45000.00,
Reconcilingworks Lutherans for Full Participation,2017,15000.00,
Reconcilingworks Lutherans for Full Participation,2017,15000.00,
Nature Conservancy,2019,4015.00,
Nature Conservancy,2017,15.00,
Saint Louis University,2018,210686.00,
Saint Louis University,2016,100000.00,
"Hoover Institution on War, Revolution and Peace",2018,125000.00,
Stanford University,2019,486087.00,
Stanford University,2019,250000.00,
Stanford University,2018,10000.00,
Stanford University,2017,101720.00,
Stanford University,2017,20000.00,
Stanford University,2016,4415014.00,
